iter	Logloss
246	0.4028205574
247	0.4020068695
248	0.4012333074
249	0.4002511042
250	0.3994214982
251	0.3988232799
252	0.3980388064
253	0.3972025582
254	0.3966043958
255	0.3955851539
256	0.3948187903
257	0.3938688114
258	0.3928712693
259	0.3919598839
260	0.3911699125
261	0.3903256431
262	0.3894583459
263	0.3888550078
264	0.3880707808
265	0.3875357055
266	0.3866213125
267	0.3859495043
268	0.3850169635
269	0.3844157203
270	0.3837610446
271	0.3827118135
272	0.3823535958
273	0.381583215
274	0.3810876769
275	0.3803228935
276	0.3798478457
277	0.3788471762
278	0.3779571926
279	0.3771994282
280	0.3764964348
281	0.3757646841
282	0.3751996278
283	0.3746730927
284	0.3737747607
285	0.3729487198
286	0.3723953143
287	0.3715211942
288	0.3706215105
289	0.3696181979
290	0.3688678878
291	0.3683442343
292	0.3680011444
293	0.3675875856
294	0.3668925073
295	0.3661304669
296	0.3652335654
297	0.3647657981
298	0.3642722809
299	0.3635592802
300	0.3625208071
301	0.3619890368
302	0.3612544636
303	0.3605689295
304	0.3598219858
305	0.3592229659
306	0.3585403617
307	0.3579736122
308	0.3570903428
309	0.3565763477
310	0.3558287714
311	0.3551642286
312	0.3547189627
313	0.3539747677
314	0.3533557889
315	0.3525992172
316	0.3519638361
317	0.3514536936
318	0.3507016251
319	0.3498013616
320	0.3490968117
321	0.3484261744
322	0.3478863935
323	0.3472108866
324	0.3466254584
325	0.3459293749
326	0.3452125732
327	0.3446996671
328	0.3441976116
329	0.3434307103
330	0.3426353832
331	0.3419007293
332	0.3413832734
333	0.3404929092
334	0.339784593
335	0.3391502351
336	0.3387558796
337	0.3382577163
338	0.3377485592
339	0.3368758168
340	0.3361444982
341	0.3354239501
342	0.3346901517
343	0.3340725116
344	0.3332631638
345	0.3326693817
346	0.3319853066
347	0.3314085975
348	0.3306771598
349	0.3302280698
350	0.3295726112
351	0.3291031371
352	0.3283743008
353	0.3277666215
354	0.3270581216
355	0.326481695
356	0.3257991864
357	0.3252935056
358	0.3246790084
359	0.3241649841
360	0.3236329121
361	0.3229518837
362	0.3224136109
363	0.3218270323
364	0.3213384704
365	0.3208612247
366	0.3202143703
367	0.3195710077
368	0.3188465585
369	0.3182643615
370	0.3174930656
371	0.3168626732
372	0.3162739811
373	0.3157178337
374	0.3151586099
375	0.3146050498
376	0.3139571045
377	0.3133663132
378	0.3127922888
379	0.3122933911
380	0.3119402913
381	0.3113272892
382	0.3108907199
383	0.3103002949
384	0.3096900396
385	0.3089569037
386	0.3084356704
387	0.3077253308
388	0.3073206718
389	0.3066736472
390	0.3061137429
391	0.3055761935
392	0.3050780501
393	0.3045104053
394	0.3041576507
395	0.3033709489
396	0.3028723535
397	0.3023447047
398	0.301631938
399	0.301111564
400	0.300754562
401	0.3002267051
402	0.2996255172
403	0.2992119994
404	0.2986513929
405	0.2983145093
406	0.297658454
407	0.2971373207
408	0.2966880817
409	0.2961568789
410	0.2956782157
411	0.2952346603
412	0.2947352255
413	0.2942643774
414	0.2937948977
415	0.2932716391
416	0.2927598724
417	0.2922168039
418	0.291642425
419	0.2910054053
420	0.2904132244
421	0.2898153284
422	0.2892991217
423	0.2888548703
424	0.2883950137
425	0.2878898277
426	0.2873007401
427	0.2867862228
428	0.2861269619
429	0.2856598863
430	0.2852088939
431	0.2847464296
432	0.2841983462
433	0.283611238
434	0.2831727018
435	0.2825181497
436	0.2819933444
437	0.2814781442
438	0.280900461
439	0.2803885254
440	0.2800720974
441	0.2796736186
442	0.2790900152
443	0.2786283741
444	0.2782420199
445	0.277696255
446	0.2772501775
447	0.2766679544
448	0.276278561
449	0.2757773213
450	0.2753879484
451	0.2749087289
452	0.2744872179
453	0.2740626211
454	0.2735747645
455	0.2731943925
456	0.2726782461
457	0.2721582521
458	0.2717725026
459	0.2711436755
460	0.2705715057
461	0.2701234265
462	0.269685477
463	0.2693862667
464	0.2687871493
465	0.2683325702
466	0.2679139903
467	0.2673982332
468	0.2666038964
469	0.2660671119
470	0.265655476
471	0.2651797875
472	0.2646981236
473	0.2643166967
474	0.2639841853
475	0.2635228789
476	0.262950873
477	0.26253824
478	0.2621564046
479	0.261716128
480	0.2613089724
481	0.2610192106
482	0.2606281197
483	0.2602041711
484	0.2597825819
485	0.2591917757
486	0.2587846282
487	0.2583341387
488	0.2577857481
489	0.2572866231
490	0.2566712697
491	0.2563107157
492	0.2559897875
493	0.2555047274
494	0.2551650858
495	0.2546576054
496	0.2540284169
497	0.2535865173
498	0.2532082231
499	0.2527511396
500	0.2523214708
501	0.2518683358
502	0.2513297951
503	0.2509547379
504	0.2505245594
505	0.2501088309
506	0.2497476572
507	0.2493864202
508	0.2489103811
509	0.2483557879
510	0.2477482551
511	0.2474174884
512	0.247019268
513	0.246643546
514	0.2462158212
515	0.2458468083
516	0.2455744712
517	0.2450838673
518	0.2446669207
519	0.2443138131
520	0.2439814927
521	0.2436250209
522	0.243233334
523	0.2429809226
524	0.2427113463
525	0.2423183884
526	0.241888131
527	0.2416046712
528	0.241292372
529	0.2409316708
530	0.2405948782
531	0.2402354522
532	0.2398963595
533	0.2395341331
534	0.2391778116
535	0.2388026224
536	0.2384922175
537	0.2380272718
538	0.237620617
539	0.2370947208
540	0.2366041544
541	0.2363916511
542	0.2360617612
543	0.2355731229
544	0.2353323574
545	0.2350431628
546	0.2346330288
547	0.2343706948
548	0.2341085967
549	0.2335854831
550	0.233101499
551	0.2327011771
552	0.2323083505
553	0.2318864583
554	0.2315075441
555	0.2310873878
556	0.2307535398
557	0.2302889982
558	0.2299328971
559	0.2296421481
560	0.2292042198
561	0.2288757516
562	0.2285227546
563	0.2279973955
564	0.2276722848
565	0.22727905
566	0.2269031483
567	0.2264995162
568	0.2262274555
569	0.2259721883
570	0.2255191238
571	0.2251541167
572	0.2248048217
573	0.2244986535
574	0.224157199
575	0.2237955999
576	0.223417718
577	0.2230422124
578	0.2227560136
579	0.2224026251
580	0.2219490151
581	0.2217050651
582	0.2212890126
583	0.2208738144
584	0.22056362
585	0.2201561742
586	0.2196619318
587	0.2193361962
588	0.2189830318
589	0.21872894
590	0.2183005298
591	0.2180076878
592	0.217700031
593	0.2173244078
594	0.2169583114
595	0.2165537489
596	0.2162977156
597	0.2159484507
598	0.215579917
599	0.2152234018
600	0.2148957619
601	0.2146143913
602	0.2143356695
603	0.2138816789
604	0.2135623644
605	0.2132928058
606	0.2129779768
607	0.2126831835
608	0.2123816855
609	0.212085804
610	0.2117312939
611	0.2113770988
612	0.2110502509
613	0.2107678875
614	0.2104547822
615	0.2100774404
616	0.209673708
617	0.209248988
618	0.2089166809
619	0.2086902174
620	0.2084075604
621	0.2080827355
622	0.2077381223
623	0.2073990544
624	0.2070658626
625	0.2067691889
626	0.2064643046
627	0.2063131904
628	0.2059873908
629	0.2057643291
630	0.205412183
631	0.2051144916
632	0.2047888506
633	0.20442966
634	0.2040901889
635	0.2036976274
636	0.2033743433
637	0.2031213529
638	0.202857667
639	0.2023584222
640	0.2019540509
641	0.201691471
642	0.2013848719
643	0.2010244885
644	0.200684924
645	0.2004095754
646	0.2000243124
647	0.1997824941
648	0.1995177806
649	0.1990995174
650	0.1988207651
651	0.1986305571
652	0.1983856636
653	0.1980876035
654	0.1977279438
655	0.1973609713
656	0.197097268
657	0.1966731325
658	0.1963677661
659	0.1960458085
660	0.1958168137
661	0.1955034475
662	0.1950828473
663	0.1946633961
664	0.1943763023
665	0.1941953059
666	0.1940491733
667	0.1938231764
668	0.1936213495
669	0.1933527707
670	0.1930697175
671	0.1926941322
672	0.1924213621
673	0.1921506825
674	0.191736768
675	0.1914482576
676	0.1912051511
677	0.1909687088
678	0.1906860058
679	0.1903364345
680	0.1901049884
681	0.1897406895
682	0.1895430547
683	0.1892209301
684	0.1890087534
685	0.188722875
686	0.1884113026
687	0.1882340678
688	0.1879519066
689	0.187854792
690	0.1876542711
691	0.1874010287
692	0.1871065457
693	0.1868028253
694	0.1866036641
695	0.1863517584
696	0.1859798869
697	0.1856170452
698	0.1853475282
699	0.1850267484
700	0.1847984949
701	0.1845464986
702	0.1843248835
703	0.1840671146
704	0.1838435624
705	0.1834328206
706	0.1830970192
707	0.1827313767
708	0.1825383805
709	0.1821837404
710	0.1819316863
711	0.1815516663
712	0.181151956
713	0.18083117
714	0.1804870861
715	0.1801761162
716	0.1799114464
717	0.1796110418
718	0.1794196597
719	0.1791520854
720	0.1788722056
721	0.1785825994
722	0.1783907025
723	0.1782163242
724	0.1779735237
725	0.1777092942
726	0.1774395946
727	0.1772133789
728	0.177014151
729	0.1767883655
730	0.1765840352
731	0.1762434685
732	0.1759336892
733	0.1756925248
734	0.1754152629
735	0.175164545
736	0.1749401425
737	0.1746652446
738	0.1744932942
739	0.1743276532
740	0.174122408
741	0.1739246724
742	0.1737332456
743	0.173422607
744	0.1731946242
745	0.1728443907
746	0.1725708215
747	0.172287896
748	0.171962332
749	0.1716911917
750	0.1714686503
751	0.1712218368
752	0.1709450232
753	0.1707404746
754	0.1704569627
755	0.1702228434
756	0.1700000791
757	0.1697253107
758	0.1694917176
759	0.1692308849
760	0.1689640476
761	0.1687053659
762	0.1684020146
763	0.1681993681
764	0.168023404
765	0.1677824501
766	0.1675484267
767	0.1672507947
768	0.1669750999
769	0.1667681184
770	0.1665477343
771	0.1662715385
772	0.1660301974
773	0.1657840973
774	0.1655868615
775	0.1653499572
776	0.1650900521
777	0.1648575778
778	0.1647176162
779	0.1645200665
780	0.1643303993
781	0.1640881551
782	0.1639317103
783	0.1636752831
784	0.1634587366
785	0.1632206226
786	0.1630279267
787	0.1628569576
788	0.1626224328
789	0.1624069391
790	0.1622354112
791	0.1619639058
792	0.1617347347
793	0.1614963996
794	0.1612493057
795	0.1610852551
796	0.1608310755
797	0.1605623445
798	0.1603203947
799	0.1600252527
800	0.1597499127
801	0.15953883
802	0.1593284017
803	0.1591307667
804	0.1588893371
805	0.1586029632
806	0.1584471973
807	0.1581814295
808	0.1580267039
809	0.1577944548
810	0.1575746005
811	0.1573472101
812	0.1571295004
813	0.1568932064
814	0.1567175494
815	0.1565422835
816	0.1563236626
817	0.1560909233
818	0.1558434485
819	0.1556101311
820	0.1554348627
821	0.1552655095
822	0.1550817077
823	0.1549023458
824	0.1546381361
825	0.1543860761
826	0.154212142
827	0.153981843
828	0.1538999922
829	0.1536885786
830	0.1534640094
831	0.1531730151
832	0.1529641931
833	0.1527296575
834	0.1524630776
835	0.1523317918
836	0.1521751955
837	0.1519157955
838	0.1517484135
839	0.1513799528
840	0.1512358949
841	0.1509747313
842	0.15074887
843	0.1505863049
844	0.1504225349
845	0.1502290325
846	0.1498950583
847	0.1496936341
848	0.1495134216
849	0.149324125
850	0.1491797402
851	0.1489841466
852	0.1487628849
853	0.1485500081
854	0.1483180045
855	0.1481150798
856	0.1479478152
857	0.1477988328
858	0.1475944702
859	0.1474056244
860	0.1472406574
861	0.1470766052
862	0.1469454495
863	0.1467495703
864	0.1465851003
865	0.1464107642
866	0.1461973755
867	0.1459847127
868	0.1458176586
869	0.145632045
870	0.1454266906
871	0.1452743805
872	0.1451351196
873	0.1448854062
874	0.1446736846
875	0.1444965089
876	0.1443157805
877	0.1440998198
878	0.1438938963
879	0.1437040353
880	0.1435095305
881	0.1432260843
882	0.1430732061
883	0.1429138451
884	0.1427408252
885	0.1425469959
886	0.1423423439
887	0.1422207011
888	0.1420409714
889	0.1418462954
890	0.1415892964
891	0.1413887832
892	0.1411765972
893	0.1410361103
894	0.1407962932
895	0.1405650604
896	0.1403563231
897	0.1402136072
898	0.1400405687
899	0.1398701078
900	0.139643382
901	0.1394949931
902	0.1393521403
903	0.1391871683
904	0.1390624763
905	0.1388911341
906	0.1387048019
907	0.138557552
908	0.1384480698
909	0.1381784131
910	0.1380164158
911	0.1378258187
912	0.1376275308
913	0.1375194145
914	0.1373706625
915	0.1372171178
916	0.1370467789
917	0.1369071715
918	0.1368115079
919	0.1366330345
920	0.1364994785
921	0.1363057817
922	0.1361536697
923	0.1360058691
924	0.1358381923
925	0.1356431829
926	0.1354786083
927	0.1353328017
928	0.1351316189
929	0.1350094763
930	0.1347989688
931	0.1345932834
932	0.1344361256
933	0.1342217804
934	0.1340036849
935	0.1338250609
936	0.1336983557
937	0.1335466107
938	0.1333982721
939	0.133274585
940	0.1330954336
941	0.1329429513
942	0.132766145
943	0.1326174283
944	0.1324856974
945	0.1322448095
946	0.1320473359
947	0.1318921906
948	0.1317856628
949	0.1315811255
950	0.1314476148
951	0.1312929232
952	0.1310886292
953	0.1309152123
954	0.1307599439
955	0.1305401381
956	0.1304455232
957	0.1303239465
958	0.1300942816
959	0.1298460644
960	0.1297115809
961	0.1295619905
962	0.1294148614
963	0.1292538703
964	0.1290266855
965	0.1288808289
966	0.1287589051
967	0.1286130305
968	0.128454257
969	0.1283187255
970	0.1280806904
971	0.1277566459
972	0.1276311339
973	0.1275000571
974	0.1273515301
975	0.1271760552
976	0.1270124152
977	0.1268488898
978	0.1266780977
979	0.1265611527
980	0.1263845724
981	0.1262623263
982	0.126105183
983	0.1259654515
984	0.1258277406
985	0.1256643155
986	0.1255158077
987	0.1253326136
988	0.1251989763
989	0.1250638566
990	0.1249147416
991	0.1247561479
992	0.1245396274
993	0.1243939878
994	0.1242140952
995	0.1240006665
996	0.1238651069
997	0.123712149
998	0.1236116599
999	0.1233855849
